Filename:  Global_Litterfall.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date last modified data: 20150323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data set name:  A Global Database of Litterfall Mass and Litter Pool Carbon and Nutrients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Document link: http://dx.doi.org/10.3334/ORNLDAAC/1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missing value code: -99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SITE_ID,PLOTNAME,LATITUDE,LONGITUDE,ELEVATION,MEANTEMP,BIOTEMP,PRECIP,OLSON,LIFEZONE,MATTHEWS,VEGETATION,MANAGED,AGE,REFERENCE1,REFERENCE2, LFLLW, SWFLLW, FINFLLW, RPRFLLW, LTRFLLW, LWFLLW, LLEAFW, LSWW, LFINW, LRPRW, LLTRW, FLEAFW, FSWW, FFINW, FRPRW, FLTRW, TLEAFW, TSWW, TFINW, TRPRW, TLTRW, LWW, LFLLN, SWFLLN, FINFLLN, RPRFLLN, LTRFLLN, LWFLLN, LLEAFN, LSWN, LFINN, LRPRN, LLTRN, FLEAFN, FSWN, FFINN, FRPRN, FLTRN, TLEAFN, TSWN, TFINN, TRPRN, TLTRN, LWN, LFLLP, SWFLLP, FINFLLP, RPRFLLP, LTRFLLP, LWFLLP, LLEAFP, LSWP, LFINP, LRPRP, LLTRP, FLEAFP, FSWP, FFINP, FRPRP, FLTRP, TLEAFP, TSWP, TFINP, TRPRP, TLTRP, LWP, LFLLCA, SWFLLCA, FINFLLCA, RPRFLLCA, LTRFLLCA, LWFLLCA, LLEAFCA, LSWCA, LFINCA, LRPRCA, LLTRCA, FLEAFCA, FSWCA, FFINCA, FRPRCA, FLTRCA, TLEAFCA, TSWCA, TFINCA, TRPRCA, TLTRCA, LWCA, LFLLMG, SWFLLMG, FINFLLMG, RPRFLLMG, LTRFLLMG, LWFLLMG, LLEAFMG, LSWMG, LFINMG, LRPRMG, LLTRMG, FLEAFMG, FSWMG, FFINMG, FRPRMG, FLTRMG, TLEAFMG, TSWMG, TFINMG, TRPRMG, TLTRMG, LWMG, LFLLK, SWFLLK, FINFLLK, RPRFLLK, LTRFLLK, LWFLLK, LLEAFK, LSWK, LFINK, LRPRK, LLTRK, FLEAFK, FSWK, FFINK, FRPRK, FLTRK, TLEAFK, TSWK, TFINK, TRPRK, TLTRK, LWK, LFLLNA, SWFLLNA, FINFLLNA, RPRFLLNA, LTRFLLNA, LWFLLNA, LLEAFNA, LSWNA, LFINNA, LRPRNA, LLTRNA, FLEAFNA, FSWNA, FFINNA, FRPRNA, FLTRNA, TLEAFNA, TSWNA, TFINNA, TRPRNA, TLTRNA, LWNA, LFLLMN, SWFLLMN, FINFLLMN, RPRFLLMN, LTRFLLMN, LWFLLMN, LLEAFMN, LSWMN, LFINMN, LRPRMN, LLTRMN, FLEAFMN, FSWMN, FFINMN, FRPRMN, FLTRMN, TLEAFMN, TSWMN, TFINMN, TRPRMN, TLTRMN, LWMN
4610025, Ashiu__Kyoto__Japan,35,135.5,200,10,-99,1750,-99,21,11, deciduous_broad-leaved_forest,-99,-99, Katagiri_&_Tsutsumi__1973__Jap._J._For.(55)83-90, Iwatsubo__G.__1977__in_Shidei_&_Kira__JIBP_Synthesis__v.16__115-168,-99,-99,-99,-99,0.278,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.215,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.228,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.785,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.724,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.75,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
4610026, Ashiu__Kyoto__Japan,35,135.5,200,10,-99,1750,-99,21,11, deciduous_broad-leaved_forest,-99,-99, Katagiri_&_Tsutsumi__1973__Jap._J._For.(55)83-90, Iwatsubo__G.__1977__in_Shidei_&_Kira__JIBP_Synthesis_v.16__115-168,-99,-99,-99,-99,0.311,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5.732,-99,-99,-99,-99,-99,3.535,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,98.1,-99,-99,-99,-99,-99,0.261,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.64,-99,-99,-99,-99,-99,3.573,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,15.43,-99,-99,-99,-99,-99,1.112,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4.92,-99,-99,-99,-99,-99,0.993,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4.95,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
4610027, Ashiu__Kyoto__Japan,35,135.5,200,10,-99,1750,0,21,11, deciduous_broad-leaved_forest,-99,0, Katagiri_&_Tsutsumi__1973__Jap._J._For., Iwatsubo__G.__1977__in_Shidei_&_Kira__JIBP_Synthesis__v.16__115-168,-99,-99,-99,-99,0.326,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.452,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.204,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5.07,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.911,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.005,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
4610028, Ashiu__Kyoto__Japan,35,135.5,200,10,-99,1750,-99,21,11, deciduous_broad-leaved_forest,-99,-99, Katagiri_&_Tsutsumi__1973__Jap._J._For.(55)83-90, Iwatsubo__G.__1977__in_Shidei_&_Kira__JIBP_Synthesis__V.16__115-168\,-99,-99,-99,-99,0.325,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4.393,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.321,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6.364,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.915,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.344,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
4610029, Ashiu__Kyoto__Japan,35,135.5,200,10,-99,1750,-99,21,11, deciduous_broad-leaved_forest,-99,-99, Katagiri_&_Tsutsumi__1973__Jap._J._For.(55)83-90, Iwatsubo__G.__1977__in_Shidei_&_Kira__JIBP_Synthesis__V.16__115-168,-99,-99,-99,-99,0.43,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5.678,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.415,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4.103,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.999,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.461,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
4610030, Ashiu__Kyoto__Japan,35,135.5,200,10,-99,1750,-99,21,11, deciduous_broad-leaved_forest,-99,-99, Katagiri_&_Tsutsumi__1973__Jap._J._For.(55)83-90, Iwatsubo__G.__1977__in_Shidei_&_Kira__JIBP_Synthesis__v.16__115-168,-99,-99,-99,-99,0.369,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5.101,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.46,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5.125,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.323,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.525,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
4610031, Ashiu__Kyoto__Japan,35,135.5,200,10,-99,1750,-99,21,10, mixed_deciduous_broadleaf_forest,-99,-99, Katagiri_&_Tsutsumi__1973__Jap._J._For.(55)83-90, Iwatsubo__G.__1977_in_Shidei_&_Kira__JIBP_Synthesis__V.16__115-169,-99,-99,-99,-99,0.464,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.466,-99,-99,-99,-99,-99,5.456,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,7.8,-99,-99,-99,-99,-99,0.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.55,-99,-99,-99,-99,-99,6.218,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,9.41,-99,-99,-99,-99,-99,1.602,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.795,-99,-99,-99,-99,-99,1.707,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
4610032, Ashiu__Kyoto__Japan,35,135.5,200,10,-99,1750,-99,21,10, mixed_dciduous_broadleaf_forest,-99,-99, Katagiri_&_Tsutsumi__1973__Jap._J._For.(55)83-90, Iwatsubo__G.__1977__in_Shidei_&_Kira__JIBP_Synthesis__V.16__155-168,-99,-99,-99,-99,0.341,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.057,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.33,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.277,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.086,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.959,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
4610033, Ashiu__Kyoto__Japan,35,135.5,200,10,-99,1750,-99,21,10, mixed_deciduous_broadleaf_forest,-99,-99, Katagiri_&_Tsutsumi__1973__Jap._J._For.(55)83-90, Iwatsubo__G.__1977__in_Shidei_&_Kira__JIBP_Synthesis_v.16__115-168,-99,-99,-99,-99,0.31,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.96,-99,-99,-99,-99,-99,2.545,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,31.2,-99,-99,-99,-99,-99,0.27,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.64,-99,-99,-99,-99,-99,2.964,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10.08,-99,-99,-99,-99,-99,0.873,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.28,-99,-99,-99,-99,-99,1.113,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.605,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
4610034, Ashiu__Kyoto__Japan,35,135.5,200,10,-99,1750,-99,21,10, mixed_deciduous_broadleaf_forest,-99,-99, Katagiri_&_Tsutsumi__1973__Jap._J._For.(55)83-90, Iwatsubo__G.__1977__in_Shidei_&_Kira__JIBP_Synthesis__v.16__115-168,-99,-99,-99,-99,0.473,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.748,-99,-99,-99,-99,-99,6.448,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,12.1,-99,-99,-99,-99,-99,0.434,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,4.377,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6.245,-99,-99,-99,-99,-99,0.942,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.03,-99,-99,-99,-99,-99,1.467,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.89,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
4610035, Ashiu__Kyoto__Japan,35,135.5,200,10,-99,1750,-99,21,10, mixed_deciduous_broadleaf_forest,-99,-99, Katagiri_&_Tsutsumi__1973__Jap._J._For.(55)83-90, Iwatsubo__G.__1977__in_Shidei_&_Kira__JIBP_Synthesis__v.16__115-168,-99,-99,-99,-99,0.319,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.66,-99,-99,-99,-99,-99,3.22,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,28.7,-99,-99,-99,-99,-99,0.165,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.273,-99,-99,-99,-99,-99,5.255,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,14.36,-99,-99,-99,-99,-99,0.633,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.887,-99,-99,-99,-99,-99,0.861,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4.133,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
4610036, Ashiu__Kyoto__Japan,35,135.5,200,10,-99,1750,-99,21,10, mixed_deciduous_broadleaf_forest,-99,-99, Katagiri_&_Tsutsumi__1973__Jap._J._For.(55)83-90, Iwatsubo__G.__1977_in_Shidei_&_Kira__JIBP_Synthesis__v.16__115-168,-99,-99,-99,-99,0.48,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.628,-99,-99,-99,-99,-99,7.851,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,11.9,-99,-99,-99,-99,-99,0.622,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.628,-99,-99,-99,-99,-99,13.598,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,11.58,-99,-99,-99,-99,-99,1.695,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.418,-99,-99,-99,-99,-99,2.635,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.505,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
4610037, Kamigamo__Kyoto__Japan,35,135.5,200,10,-99,1750,-99,21,8, chamaecyparis_obtusa_forest,-99,-99, Iwatsubo__G.__1977__in_Shidei_&_Kira__JIBP_Synthesis__v.16__115-168,-99,-99,-99,-99,-99,0.3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.23,-99,-99,-99,-99,-99,1.97,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,11.29,-99,-99,-99,-99,-99,0.066,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.514,-99,-99,-99,-99,-99,4.06,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.7,-99,-99,-99,-99,-99,0.6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.58,-99,-99,-99,-99,-99,1.24,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.18,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
4610038, Kamigamo__Kyoto__Japan,35,135.5,200,10,-99,1750,-99,21,10, mixed_broad-leaved_foresd,-99,-99, Iwatsubo__G.__1977__in_Shidei_&_Kira__JIBP_Synthesis__v.16__115-168,-99,-99,-99,-99,-99,0.51,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.5,-99,-99,-99,-99,-99,4.62,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,28.7,-99,-99,-99,-99,-99,0.176,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.03,-99,-99,-99,-99,-99,4.68,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,7.88,-99,-99,-99,-99,-99,1.09,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.61,-99,-99,-99,-99,-99,6.27,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.94,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
4610039, Kinyu__Shiga__Japan,35,135.5,200,10,-99,1750,-99,21,10, mixed_pinus_-_chamaecyparis_forest,-99,-99, Iwatsubo__G.__1977__in_Shidei_&_Kira__JIBP_Synthesis__v.16__115-168,-99,-99,-99,-99,-99,0.542,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.11,-99,-99,-99,-99,-99,2.54,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,19,-99,-99,-99,-99,-99,0.164,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.08,-99,-99,-99,-99,-99,5.777,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,18.02,-99,-99,-99,-99,-99,0.6905,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.09,-99,-99,-99,-99,-99,2.519,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.32,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
4610040, Ashiu__Kyoto__Japan,35,135,200,10,-99,1750,-99,21,11, fagus_crenata,-99,-99, Iwatsubo__G.__1977__in_Shidei_&_Kira__JIBP_Synthesis__v.16__115-168,-99,-99,-99,-99,-99,0.421,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.16,-99,-99,-99,-99,-99,4.146,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10.54,-99,-99,-99,-99,-99,0.308,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.68,-99,-99,-99,-99,-99,3.538,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,11.16,-99,-99,-99,-99,-99,0.582,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,0.916,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.88,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
4610041, Hiro__Shiga__Japan,35.5,139,100,10,-99,1750,-99,21,8, Chamacryparis_obtusa_plantation,-99,-99, Iwatsubo__G.__1977__in_Shidei_&_Kira__JIBP_Synthesis__v.16__115-168,-99,-99,-99,-99,-99,0.543,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.71,-99,-99,-99,-99,-99,3.38,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,9.95,-99,-99,-99,-99,-99,0.197,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.41,-99,-99,-99,-99,-99,4.641,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,9.29,-99,-99,-99,-99,-99,0.606,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.97,-99,-99,-99,-99,-99,1.064,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.72,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
